Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Start_Date,Data Value
Fine particles (PM 2.5),Mean,mcg/m3,CD,210.0,Throgs Neck and Co-op City (CD10),01/01/2018,6.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),06/01/2021,7.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),06/01/2012,10.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),06/01/2013,10.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,12/01/2008,11.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,06/01/2014,10.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,01/01/2015,9.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,12/01/2008,10.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,12/01/2010,10.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),12/01/2012,9.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),12/01/2012,9.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),06/01/2012,10.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),06/01/2013,10.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),01/01/2018,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),06/01/2021,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),12/01/2021,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),06/01/2012,9.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),06/01/2013,9.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),12/01/2021,7.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),06/01/2013,11.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),06/01/2012,11.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),06/01/2021,8.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),12/01/2021,7.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),06/01/2009,9.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),12/01/2012,7.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),12/01/2010,10.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),06/01/2009,12.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),12/01/2014,9.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),01/01/2018,7.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),12/01/2021,7.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),06/01/2021,8.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),12/31/2015,8.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,403.0,Jackson Heights (CD3),01/01/2017,7.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),01/01/2021,6.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),12/01/2010,14.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),12/01/2012,10.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),01/01/2017,8.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),01/01/2021,7.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),01/01/2017,7.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),01/01/2018,6.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),01/01/2018,7.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),01/01/2018,8.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),06/01/2013,9.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),01/01/2017,7.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),06/01/2009,10.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),12/01/2010,11.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,412.0,Jamaica and Hollis (CD12),12/01/2012,8.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),01/01/2017,7.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),01/01/2021,7.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),06/01/2009,10.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),12/01/2012,8.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),01/01/2017,6.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),01/01/2021,6.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,110.0,Central Harlem (CD10),01/01/2017,7.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),01/01/2021,6.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),12/01/2010,13.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),12/01/2012,8.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,06/01/2013,11.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,12/01/2021,8.4
Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,06/01/2013,11.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104.0,Pelham - Throgs Neck,06/01/2009,10.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203.0,Bedford Stuyvesant - Crown Heights,01/01/2017,7.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,12/01/2010,9.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,01/01/2015,8.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,01/01/2020,5.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,12/01/2008,9.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,01/01/2020,5.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,402.0,Woodside and Sunnyside (CD2),12/01/2014,10.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),12/01/2012,9.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),06/01/2009,11.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,402.0,Woodside and Sunnyside (CD2),12/31/2015,9.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),06/01/2012,11.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),12/01/2021,9.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,12/01/2011,11.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,06/01/2022,7.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,12/01/2011,10.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,06/01/2012,12.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,06/01/2012,10.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,06/01/2021,8.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,06/01/2021,8.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,12/01/2021,7.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,12/01/2014,11.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,06/01/2009,10.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,01/01/2021,7.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,06/01/2009,12.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,01/01/2021,6.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,01/01/2021,6.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,06/01/2010,11.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,12/01/2020,7.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,06/01/2021,8.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,12/01/2021,6.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12/01/2010,14.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,107.0,Upper West Side (CD7),12/01/2012,10.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),06/01/2009,11.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),12/01/2010,13.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),01/01/2017,8.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,01/01/2019,7.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211.0,Williamsburg - Bushwick,12/01/2017,9.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404.0,Bayside - Little Neck,12/01/2017,7.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,12/01/2008,13.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,06/01/2022,6.9
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,12/01/2011,12.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,06/01/2022,7.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,12/01/2021,7.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,06/01/2021,9.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,06/01/2013,10.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,06/01/2013,10.2
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,12/01/2012,8.7
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,12/01/2010,13.4
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,06/01/2010,11.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,12/01/2015,8.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,12/01/2021,7.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,12/01/2021,9.3
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,06/01/2012,11.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,01/01/2018,10.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,12/31/2015,8.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,06/01/2013,11.0
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,01/01/2018,7.5
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,06/01/2014,11.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),06/01/2013,11.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),06/01/2012,11.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,301.0,Greenpoint and Williamsburg (CD1),12/01/2014,10.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),12/01/2014,11.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,201.0,Mott Haven and Melrose (CD1),12/01/2014,10.8
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402.0,West Queens,12/31/2015,8.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402.0,West Queens,12/01/2021,7.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,12/01/2012,7.6
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,01/01/2017,6.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),06/01/2009,10.6
Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),12/01/2012,8.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),06/01/2009,10.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),06/01/2013,10.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),01/01/2018,7.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,209.0,Parkchester and Soundview (CD9),12/01/2021,7.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),01/01/2018,7.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),06/01/2012,10.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),06/01/2013,10.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),01/01/2018,6.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),12/01/2021,6.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),12/01/2012,8.4
Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),12/01/2014,8.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),12/01/2014,8.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),12/01/2010,14.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),12/01/2012,9.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,111.0,East Harlem (CD11),12/01/2012,9.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),12/01/2014,9.9
Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),01/01/2021,6.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),12/01/2010,12.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),06/01/2009,10.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),01/01/2018,7.0
Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),12/01/2021,6.7
Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),06/01/2012,14.8
Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),12/01/2021,10.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),12/01/2014,9.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,12/01/2013,16.4
Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,06/01/2021,8.1
Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,01/01/2021,6.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),12/01/2014,8.2
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),01/01/2021,6.3
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),12/31/2015,6.5
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),06/01/2016,7.1
Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),12/01/2015,6.9
Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,01/01/2021,6.5
