"name","geo_place_name","geo_type_name","start_date","data_value"
"Asthma emergency department visits due to PM2.5","Flushing - Clearview","UHF42","2012-01-02","29.3"
"Asthma emergency department visits due to PM2.5","Bedford Stuyvesant - Crown Heights","UHF42","2015-01-01","124.6"
"Asthma emergency department visits due to PM2.5","Crotona -Tremont","UHF42","2012-01-02","214.1"
"Asthma emergency department visits due to PM2.5","Flushing - Clearview","UHF42","2009-01-01","38"
"Asthma emergency department visits due to PM2.5","Crotona -Tremont","UHF42","2009-01-01","200.2"
"Asthma emergency department visits due to PM2.5","Upper East Side","UHF42","2009-01-01","35.5"
"Asthma emergency department visits due to PM2.5","East Harlem","UHF42","2009-01-01","299.4"
"Asthma emergency department visits due to PM2.5","Upper East Side","UHF42","2012-01-02","24.4"
"Asthma emergency department visits due to PM2.5","East Harlem","UHF42","2012-01-02","241.3"
"Asthma emergency department visits due to PM2.5","East Harlem","UHF42","2015-01-01","215.5"
"Asthma emergency department visits due to PM2.5","Fordham - Bronx Pk","UHF42","2012-01-02","191.4"
"Asthma emergency department visits due to PM2.5","Bedford Stuyvesant - Crown Heights","UHF42","2012-01-02","164.8"
"Asthma emergency department visits due to PM2.5","Greenpoint","UHF42","2017-01-01","14"
"Asthma emergency department visits due to PM2.5","Port Richmond","UHF42","2015-01-01","45.6"
"Asthma emergency department visits due to PM2.5","Central Harlem - Morningside Heights","UHF42","2009-01-01","137"
"Asthma emergency department visits due to PM2.5","Downtown - Heights - Slope","UHF42","2012-01-02","35.8"
"Asthma emergency department visits due to PM2.5","Downtown - Heights - Slope","UHF42","2015-01-01","24.1"
"Asthma emergency department visits due to PM2.5","Northeast Bronx","UHF42","2012-01-02","57.7"
"Asthma emergency department visits due to PM2.5","Southeast Queens","UHF42","2009-01-01","27.4"
"Asthma emergency department visits due to PM2.5","Rockaways","UHF42","2009-01-01","47.8"
"Asthma emergency department visits due to PM2.5","Rockaways","UHF42","2012-01-02","42.3"
"Asthma emergency department visits due to PM2.5","High Bridge - Morrisania","UHF42","2005-01-01","193.7"
"Asthma emergency department visits due to PM2.5","Bensonhurst - Bay Ridge","UHF42","2005-01-01","14.8"
"Asthma emergency department visits due to PM2.5","Rockaways","UHF42","2017-01-01","33"
"Asthma emergency department visits due to PM2.5","Southeast Queens","UHF42","2017-01-01","11"
"Asthma emergency department visits due to PM2.5","Queens","Borough","2015-01-01","47.3"
"Asthma emergency department visits due to PM2.5","Queens","Borough","2009-01-01","74.8"
"Asthma emergency department visits due to PM2.5","Queens","Borough","2009-01-01","23.1"
"Asthma emergency department visits due to PM2.5","Queens","Borough","2017-01-01","14"
"Asthma emergency department visits due to PM2.5","Williamsburg - Bushwick","UHF42","2012-01-02","97.2"
"Asthma emergency department visits due to PM2.5","Pelham - Throgs Neck","UHF42","2012-01-02","58.8"
"Asthma emergency department visits due to PM2.5","East New York","UHF42","2015-01-01","71.4"
"Asthma emergency department visits due to PM2.5","Staten Island","Borough","2009-01-01","28.1"
"Asthma emergency department visits due to PM2.5","Rockaways","UHF42","2005-01-01","60"
"Asthma emergency department visits due to PM2.5","Manhattan","Borough","2015-01-01","34.8"
"Asthma emergency department visits due to PM2.5","Borough Park","UHF42","2015-01-01","9.3"
"Asthma emergency department visits due to PM2.5","Downtown - Heights - Slope","UHF42","2012-01-02","76.9"
"Asthma emergency department visits due to PM2.5","Central Harlem - Morningside Heights","UHF42","2012-01-02","253.1"
"Asthma emergency department visits due to PM2.5","Central Harlem - Morningside Heights","UHF42","2015-01-01","193.1"
"Asthma emergency department visits due to PM2.5","Upper East Side","UHF42","2009-01-01","9.4"
"Asthma emergency department visits due to PM2.5","Upper East Side","UHF42","2012-01-02","8"
"Asthma emergency department visits due to PM2.5","Bedford Stuyvesant - Crown Heights","UHF42","2015-01-01","68.1"
"Asthma emergency department visits due to PM2.5","East Harlem","UHF42","2012-01-02","129.6"
"Asthma emergency department visits due to PM2.5","Crotona -Tremont","UHF42","2009-01-01","131.3"
"Asthma emergency department visits due to PM2.5","Upper East Side","UHF42","2017-01-01","6"
"Asthma emergency department visits due to PM2.5","Crotona -Tremont","UHF42","2005-01-01","192.7"
"Asthma emergency department visits due to PM2.5","Sunset Park","UHF42","2012-01-02","28"
"Asthma emergency department visits due to PM2.5","Downtown - Heights - Slope","UHF42","2015-01-01","46.4"
"Asthma emergency department visits due to PM2.5","Northeast Bronx","UHF42","2005-01-01","152.6"
"Asthma emergency department visits due to PM2.5","Northeast Bronx","UHF42","2017-01-01","81"
"Asthma emergency department visits due to PM2.5","Downtown - Heights - Slope","UHF42","2009-01-01","40.7"
"Asthma emergency department visits due to PM2.5","Northeast Bronx","UHF42","2017-01-01","36"
"Asthma emergency department visits due to PM2.5","Borough Park","UHF42","2012-01-02","18.7"
"Asthma emergency department visits due to PM2.5","Manhattan","Borough","2015-01-01","93.5"
"Asthma emergency department visits due to PM2.5","High Bridge - Morrisania","UHF42","2009-01-01","249.3"
"Asthma emergency department visits due to PM2.5","Coney Island - Sheepshead Bay","UHF42","2009-01-01","35.1"
"Asthma emergency department visits due to PM2.5","Rockaways","UHF42","2005-01-01","152.7"
"Asthma emergency department visits due to PM2.5","High Bridge - Morrisania","UHF42","2009-01-01","130.1"
"Asthma emergency department visits due to PM2.5","Manhattan","Borough","2009-01-01","45.7"
"Asthma emergency department visits due to PM2.5","Union Square - Lower East Side","UHF42","2017-01-01","29"
"Asthma emergency department visits due to PM2.5","Borough Park","UHF42","2005-01-01","13"
"Asthma emergency department visits due to PM2.5","Borough Park","UHF42","2017-01-01","10"
"Asthma emergency department visits due to PM2.5","Manhattan","Borough","2005-01-01","59.9"
"Asthma emergency department visits due to PM2.5","East New York","UHF42","2015-01-01","118.4"
"Asthma emergency department visits due to PM2.5","Williamsburg - Bushwick","UHF42","2015-01-01","107.9"
"Asthma emergency department visits due to PM2.5","Staten Island","Borough","2012-01-02","45.4"
"Asthma emergency department visits due to PM2.5","Williamsburg - Bushwick","UHF42","2015-01-01","67.3"
"Asthma emergency department visits due to PM2.5","Sunset Park","UHF42","2015-01-01","34.4"
"Asthma emergency department visits due to PM2.5","Fordham - Bronx Pk","UHF42","2015-01-01","153.6"
"Asthma emergency department visits due to PM2.5","Bedford Stuyvesant - Crown Heights","UHF42","2009-01-01","178.4"
"Asthma emergency department visits due to PM2.5","Fordham - Bronx Pk","UHF42","2009-01-01","122.8"
"Asthma emergency department visits due to PM2.5","Upper East Side","UHF42","2017-01-01","16"
"Asthma emergency department visits due to PM2.5","Upper East Side","UHF42","2005-01-01","39"
"Asthma emergency department visits due to PM2.5","Staten Island","Borough","2017-01-01","19"
"Asthma emergency department visits due to PM2.5","Sunset Park","UHF42","2015-01-01","18.6"
"Asthma emergency department visits due to PM2.5","Sunset Park","UHF42","2005-01-01","47.2"
"Asthma emergency department visits due to PM2.5","Ridgewood - Forest Hills","UHF42","2017-01-01","9"
"Asthma emergency department visits due to PM2.5","Pelham - Throgs Neck","UHF42","2015-01-01","105.2"
"Asthma emergency department visits due to PM2.5","Kingsbridge - Riverdale","UHF42","2009-01-01","60.7"
"Asthma emergency department visits due to PM2.5","Washington Heights","UHF42","2009-01-01","138.5"
"Asthma emergency department visits due to PM2.5","Washington Heights","UHF42","2017-01-01","62"
"Asthma emergency department visits due to PM2.5","Greenpoint","UHF42","2017-01-01","21"
"Asthma emergency department visits due to PM2.5","Washington Heights","UHF42","2009-01-01","44.5"
"Asthma emergency department visits due to PM2.5","East Harlem","UHF42","2005-01-01","354.2"
"Asthma emergency department visits due to PM2.5","Sunset Park","UHF42","2005-01-01","47"
"Asthma emergency department visits due to PM2.5","Southeast Queens","UHF42","2017-01-01","35"
"Asthma emergency department visits due to PM2.5","Borough Park","UHF42","2017-01-01","14"
"Asthma emergency department visits due to PM2.5","Union Square - Lower East Side","UHF42","2017-01-01","90"
"Asthma emergency department visits due to PM2.5","Coney Island - Sheepshead Bay","UHF42","2005-01-01","38.4"
"Asthma emergency department visits due to PM2.5","Coney Island - Sheepshead Bay","UHF42","2017-01-01","30"
"Asthma emergency department visits due to PM2.5","Bensonhurst - Bay Ridge","UHF42","2017-01-01","14"
"Asthma emergency department visits due to PM2.5","Manhattan","Borough","2005-01-01","179.4"
"Asthma emergency department visits due to PM2.5","Lower Manhattan","UHF42","2015-01-01","35.4"
"Asthma emergency department visits due to PM2.5","Downtown - Heights - Slope","UHF42","2005-01-01","99.3"
"Asthma emergency department visits due to PM2.5","Central Harlem - Morningside Heights","UHF42","2017-01-01","138"
"Asthma emergency department visits due to PM2.5","Washington Heights","UHF42","2005-01-01","175.9"
"Asthma emergency department visits due to PM2.5","Greenpoint","UHF42","2005-01-01","60.8"
"Asthma emergency department visits due to PM2.5","Washington Heights","UHF42","2012-01-02","111.6"
"Asthma emergency department visits due to PM2.5","Ridgewood - Forest Hills","UHF42","2017-01-01","24"
"Asthma emergency department visits due to PM2.5","Fordham - Bronx Pk","UHF42","2005-01-01","167.2"
"Asthma emergency department visits due to PM2.5","Sunset Park","UHF42","2009-01-01","51.3"
"Asthma emergency department visits due to PM2.5","Brooklyn","Borough","2015-01-01","62.5"
"Asthma emergency department visits due to PM2.5","Bronx","Borough","2012-01-02","183.6"
"Asthma emergency department visits due to PM2.5","Bronx","Borough","2015-01-01","146.9"
"Asthma emergency department visits due to PM2.5","East Flatbush - Flatbush","UHF42","2015-01-01","84.2"
"Asthma emergency department visits due to PM2.5","Brooklyn","Borough","2009-01-01","93.1"
"Asthma emergency department visits due to PM2.5","Hunts Point - Mott Haven","UHF42","2009-01-01","251.3"
"Asthma emergency department visits due to PM2.5","Hunts Point - Mott Haven","UHF42","2005-01-01","278.6"
"Asthma emergency department visits due to PM2.5","Jamaica","UHF42","2017-01-01","59"
"Asthma emergency department visits due to PM2.5","East Harlem","UHF42","2005-01-01","202.7"
"Asthma emergency department visits due to PM2.5","Fordham - Bronx Pk","UHF42","2012-01-02","77.6"
"Asthma emergency department visits due to PM2.5","Fordham - Bronx Pk","UHF42","2015-01-01","64.1"
"Asthma emergency department visits due to PM2.5","Kingsbridge - Riverdale","UHF42","2015-01-01","25.8"
"Asthma emergency department visits due to PM2.5","Long Island City - Astoria","UHF42","2012-01-02","25.1"
"Asthma emergency department visits due to PM2.5","Washington Heights","UHF42","2012-01-02","40.4"
"Asthma emergency department visits due to PM2.5","Washington Heights","UHF42","2015-01-01","32.9"
"Asthma emergency department visits due to PM2.5","Long Island City - Astoria","UHF42","2009-01-01","28.1"
"Asthma emergency department visits due to PM2.5","Kingsbridge - Riverdale","UHF42","2009-01-01","25.4"
"Asthma emergency department visits due to PM2.5","Lower Manhattan","UHF42","2017-01-01","18"
"Asthma emergency department visits due to PM2.5","Union Square - Lower East Side","UHF42","2015-01-01","31.6"
"Asthma emergency department visits due to PM2.5","Union Square - Lower East Side","UHF42","2012-01-02","36.2"
"Asthma emergency department visits due to PM2.5","High Bridge - Morrisania","UHF42","2012-01-02","117.4"
"Asthma emergency department visits due to PM2.5","High Bridge - Morrisania","UHF42","2015-01-01","98.1"
"Asthma emergency department visits due to PM2.5","Bensonhurst - Bay Ridge","UHF42","2017-01-01","8"
"Asthma emergency department visits due to PM2.5","High Bridge - Morrisania","UHF42","2017-01-01","78"
"Asthma emergency department visits due to PM2.5","Chelsea - Clinton","UHF42","2012-01-02","28.5"
"Asthma emergency department visits due to PM2.5","Central Harlem - Morningside Heights","UHF42","2015-01-01","95.1"
"Asthma emergency department visits due to PM2.5","Pelham - Throgs Neck","UHF42","2009-01-01","121.9"
"Asthma emergency department visits due to PM2.5","East Harlem","UHF42","2017-01-01","90"
"Asthma emergency department visits due to PM2.5","Fordham - Bronx Pk","UHF42","2005-01-01","108.2"
"Asthma emergency department visits due to PM2.5","East Harlem","UHF42","2009-01-01","147.1"
"Asthma emergency department visits due to PM2.5","Fordham - Bronx Pk","UHF42","2009-01-01","68.7"
"Asthma emergency department visits due to PM2.5","Bronx","Borough","2015-01-01","67"
"Asthma emergency department visits due to PM2.5","Brooklyn","Borough","2012-01-02","44.2"
"Asthma emergency department visits due to PM2.5","Bronx","Borough","2009-01-01","67"
"Asthma emergency department visits due to PM2.5","East Flatbush - Flatbush","UHF42","2005-01-01","56.7"
"Asthma emergency department visits due to PM2.5","Hunts Point - Mott Haven","UHF42","2005-01-01","189.1"
"Asthma emergency department visits due to PM2.5","Pelham - Throgs Neck","UHF42","2017-01-01","34"
"Asthma emergency department visits due to PM2.5","Staten Island","Borough","2012-01-02","26.2"
"Asthma emergency department visits due to PM2.5","Queens","Borough","2017-01-01","40"
"Asthma emergency department visits due to PM2.5","Queens","Borough","2005-01-01","80.8"
"Asthma emergency department visits due to PM2.5","Queens","Borough","2012-01-02","53.2"
"Asthma emergency department visits due to PM2.5","Queens","Borough","2012-01-02","20.6"
"Asthma emergency department visits due to PM2.5","Crotona -Tremont","UHF42","2012-01-02","118.1"
"Asthma emergency department visits due to PM2.5","Greenwich Village - SoHo","UHF42","2017-01-01","14"
"Asthma emergency department visits due to PM2.5","East Flatbush - Flatbush","UHF42","2005-01-01","111.9"
"Asthma emergency department visits due to PM2.5","Canarsie - Flatlands","UHF42","2017-01-01","55"
"Asthma emergency department visits due to PM2.5","Brooklyn","Borough","2005-01-01","99.3"
"Asthma emergency department visits due to PM2.5","Canarsie - Flatlands","UHF42","2005-01-01","91.9"
"Asthma emergency department visits due to PM2.5","Bronx","Borough","2005-01-01","212.5"
"Asthma emergency department visits due to PM2.5","Gramercy Park - Murray Hill","UHF42","2012-01-02","57.6"
"Asthma emergency department visits due to PM2.5","Brooklyn","Borough","2012-01-02","81.8"
"Asthma emergency department visits due to PM2.5","Gramercy Park - Murray Hill","UHF42","2005-01-01","61.7"
"Asthma emergency department visits due to PM2.5","Gramercy Park - Murray Hill","UHF42","2009-01-01","69.7"
"Asthma emergency department visits due to PM2.5","Southwest Queens","UHF42","2012-01-02","61"
"Asthma emergency department visits due to PM2.5","Long Island City - Astoria","UHF42","2005-01-01","71.2"
"Asthma emergency department visits due to PM2.5","Long Island City - Astoria","UHF42","2017-01-01","42"
"Asthma emergency department visits due to PM2.5","Kingsbridge - Riverdale","UHF42","2012-01-02","82.3"
"Asthma emergency department visits due to PM2.5","Greenpoint","UHF42","2012-01-02","43.5"
"Asthma emergency department visits due to PM2.5","Long Island City - Astoria","UHF42","2012-01-02","48.8"
"Asthma emergency department visits due to PM2.5","Long Island City - Astoria","UHF42","2015-01-01","46.1"
"Asthma emergency department visits due to PM2.5","Greenpoint","UHF42","2009-01-01","59.6"
"Asthma emergency department visits due to PM2.5","Lower Manhattan","UHF42","2017-01-01","33"
"Asthma emergency department visits due to PM2.5","High Bridge - Morrisania","UHF42","2012-01-02","232.5"
"Asthma emergency department visits due to PM2.5","Union Square - Lower East Side","UHF42","2012-01-02","114.8"
"Asthma emergency department visits due to PM2.5","Union Square - Lower East Side","UHF42","2015-01-01","102.2"
"Asthma emergency department visits due to PM2.5","High Bridge - Morrisania","UHF42","2015-01-01","188.6"
"Asthma emergency department visits due to PM2.5","Borough Park","UHF42","2015-01-01","15.8"
"Asthma emergency department visits due to PM2.5","Manhattan","Borough","2012-01-02","116.7"
"Asthma emergency department visits due to PM2.5","Bensonhurst - Bay Ridge","UHF42","2009-01-01","20.7"
"Asthma emergency department visits due to PM2.5","Borough Park","UHF42","2009-01-01","19.5"
"Asthma emergency department visits due to PM2.5","Bedford Stuyvesant - Crown Heights","UHF42","2005-01-01","195.4"
"Asthma emergency department visits due to PM2.5","Flushing - Clearview","UHF42","2015-01-01","29.4"
"Asthma emergency department visits due to PM2.5","Greenwich Village - SoHo","UHF42","2005-01-01","11.6"
"Asthma emergency department visits due to PM2.5","Southwest Queens","UHF42","2012-01-02","23.6"
"Asthma emergency department visits due to PM2.5","Gramercy Park - Murray Hill","UHF42","2012-01-02","24"
"Asthma emergency department visits due to PM2.5","Southwest Queens","UHF42","2005-01-01","30.6"
"Asthma emergency department visits due to PM2.5","Brooklyn","Borough","2005-01-01","55.5"
"Asthma emergency department visits due to PM2.5","Borough Park","UHF42","2012-01-02","11.2"
"Asthma emergency department visits due to PM2.5","Lower Manhattan","UHF42","2015-01-01","19.2"
"Asthma emergency department visits due to PM2.5","Rockaways","UHF42","2015-01-01","39"
"Asthma emergency department visits due to PM2.5","Fresh Meadows","UHF42","2017-01-01","34"
"Asthma emergency department visits due to PM2.5","Chelsea - Clinton","UHF42","2012-01-02","75.6"
"Asthma emergency department visits due to PM2.5","Northeast Bronx","UHF42","2012-01-02","139.9"
"Asthma emergency department visits due to PM2.5","Pelham - Throgs Neck","UHF42","2005-01-01","162.5"
"Asthma emergency department visits due to PM2.5","Pelham - Throgs Neck","UHF42","2017-01-01","80"
"Asthma emergency department visits due to PM2.5","Pelham - Throgs Neck","UHF42","2012-01-02","133.9"
"Asthma emergency department visits due to PM2.5","East New York","UHF42","2012-01-02","141.6"
"Asthma emergency department visits due to PM2.5","Williamsburg - Bushwick","UHF42","2012-01-02","165.3"
"Asthma emergency department visits due to PM2.5","Staten Island","Borough","2015-01-01","33.1"
"Asthma emergency department visits due to PM2.5","Upper West Side","UHF42","2009-01-01","74.2"
"Asthma emergency department visits due to PM2.5","Upper West Side","UHF42","2015-01-01","23.2"
"Asthma emergency department visits due to PM2.5","Staten Island","Borough","2015-01-01","20.8"
"Asthma emergency department visits due to PM2.5","South Beach - Tottenville","UHF42","2015-01-01","9.2"
"Asthma emergency department visits due to PM2.5","East Harlem","UHF42","2015-01-01","111.6"
"Asthma emergency department visits due to PM2.5","Upper East Side","UHF42","2015-01-01","6.6"
"Asthma emergency department visits due to PM2.5","Flushing - Clearview","UHF42","2015-01-01","7.9"
"Asthma emergency department visits due to PM2.5","West Queens","UHF42","2012-01-02","49"
"Asthma emergency department visits due to PM2.5","Bensonhurst - Bay Ridge","UHF42","2012-01-02","18.1"
"Asthma emergency department visits due to PM2.5","Union Square - Lower East Side","UHF42","2009-01-01","151.9"
"Asthma emergency department visits due to PM2.5","Union Square - Lower East Side","UHF42","2005-01-01","124.9"
"Asthma emergency department visits due to PM2.5","High Bridge - Morrisania","UHF42","2005-01-01","308"
"Asthma emergency department visits due to PM2.5","Coney Island - Sheepshead Bay","UHF42","2015-01-01","31.4"
"Asthma emergency department visits due to PM2.5","Rockaways","UHF42","2009-01-01","111.8"
"Asthma emergency department visits due to PM2.5","Kingsbridge - Riverdale","UHF42","2017-01-01","48"
"Asthma emergency department visits due to PM2.5","Kingsbridge - Riverdale","UHF42","2015-01-01","65.8"
"Asthma emergency department visits due to PM2.5","Sunset Park","UHF42","2012-01-02","45.5"
"Asthma emergency department visits due to PM2.5","Willowbrook","UHF42","2009-01-01","32.8"
"Asthma emergency department visits due to PM2.5","Flushing - Clearview","UHF42","2005-01-01","48.7"
"Asthma emergency department visits due to PM2.5","Upper West Side","UHF42","2012-01-02","63.9"
"Asthma emergency department visits due to PM2.5","Upper West Side","UHF42","2015-01-01","51.9"
"Asthma emergency department visits due to PM2.5","Williamsburg - Bushwick","UHF42","2009-01-01","184.6"
"Asthma emergency department visits due to PM2.5","Northeast Bronx","UHF42","2015-01-01","108.6"
"Asthma emergency department visits due to PM2.5","Chelsea - Clinton","UHF42","2017-01-01","50"
"Asthma emergency department visits due to PM2.5","Northeast Bronx","UHF42","2009-01-01","73.4"
"Asthma emergency department visits due to PM2.5","Long Island City - Astoria","UHF42","2009-01-01","79.4"
"Asthma emergency department visits due to PM2.5","Chelsea - Clinton","UHF42","2009-01-01","25.3"
"Asthma emergency department visits due to PM2.5","Union Square - Lower East Side","UHF42","2009-01-01","45.5"
"Asthma emergency department visits due to PM2.5","Lower Manhattan","UHF42","2009-01-01","25.7"
"Asthma emergency department visits due to PM2.5","Coney Island - Sheepshead Bay","UHF42","2005-01-01","24.1"
"Asthma emergency department visits due to PM2.5","Jamaica","UHF42","2012-01-02","91.4"
"Asthma emergency department visits due to PM2.5","Hunts Point - Mott Haven","UHF42","2017-01-01","147"
"Asthma emergency department visits due to PM2.5","Canarsie - Flatlands","UHF42","2012-01-02","70.9"
"Asthma emergency department visits due to PM2.5","Gramercy Park - Murray Hill","UHF42","2015-01-01","44.5"
"Asthma emergency department visits due to PM2.5","Greenwich Village - SoHo","UHF42","2012-01-02","18.1"
"Asthma emergency department visits due to PM2.5","Greenpoint","UHF42","2009-01-01","28.2"
"Asthma emergency department visits due to PM2.5","Kingsbridge - Riverdale","UHF42","2017-01-01","16"
"Asthma emergency department visits due to PM2.5","Port Richmond","UHF42","2017-01-01","44"
"Asthma emergency department visits due to PM2.5","Long Island City - Astoria","UHF42","2017-01-01","16"
"Asthma emergency department visits due to PM2.5","Sunset Park","UHF42","2009-01-01","35"
"Asthma emergency department visits due to PM2.5","Bedford Stuyvesant - Crown Heights","UHF42","2009-01-01","95.4"
"Asthma emergency department visits due to PM2.5","Ridgewood - Forest Hills","UHF42","2009-01-01","14.9"
"Asthma emergency department visits due to PM2.5","West Queens","UHF42","2015-01-01","60.2"
"Asthma emergency department visits due to PM2.5","West Queens","UHF42","2009-01-01","15.6"
"Asthma emergency department visits due to PM2.5","West Queens","UHF42","2005-01-01","22"
"Asthma emergency department visits due to PM2.5","Bedford Stuyvesant - Crown Heights","UHF42","2005-01-01","114.4"
"Asthma emergency department visits due to PM2.5","Ridgewood - Forest Hills","UHF42","2005-01-01","19.1"
"Asthma emergency department visits due to PM2.5","Willowbrook","UHF42","2005-01-01","16.2"
"Asthma emergency department visits due to PM2.5","Flushing - Clearview","UHF42","2017-01-01","6"
"Asthma emergency department visits due to PM2.5","Upper West Side","UHF42","2009-01-01","25.5"
"Asthma emergency department visits due to PM2.5","East New York","UHF42","2009-01-01","85"
"Asthma emergency department visits due to PM2.5","South Beach - Tottenville","UHF42","2017-01-01","7"
"Asthma emergency department visits due to PM2.5","Bayside - Little Neck","UHF42","2005-01-01","8.5"
"Asthma emergency department visits due to PM2.5","Central Harlem - Morningside Heights","UHF42","2017-01-01","75"
"Asthma emergency department visits due to PM2.5","Chelsea - Clinton","UHF42","2017-01-01","18"
"Asthma emergency department visits due to PM2.5","Northeast Bronx","UHF42","2005-01-01","69.4"
"Asthma emergency department visits due to PM2.5","Fresh Meadows","UHF42","2017-01-01","10"
"Asthma emergency department visits due to PM2.5","Canarsie - Flatlands","UHF42","2012-01-02","35.1"
"Asthma emergency department visits due to PM2.5","Jamaica","UHF42","2012-01-02","39.6"
"Asthma emergency department visits due to PM2.5","Jamaica","UHF42","2015-01-01","29.7"
"Asthma emergency department visits due to PM2.5","Ridgewood - Forest Hills","UHF42","2012-01-02","43.6"
"Asthma emergency department visits due to PM2.5","Ridgewood - Forest Hills","UHF42","2015-01-01","32.2"
"Asthma emergency department visits due to PM2.5","Willowbrook","UHF42","2012-01-02","26.7"
"Asthma emergency department visits due to PM2.5","Sunset Park","UHF42","2017-01-01","33"
"Asthma emergency department visits due to PM2.5","Willowbrook","UHF42","2005-01-01","30.2"
"Asthma emergency department visits due to PM2.5","Flushing - Clearview","UHF42","2017-01-01","25"
"Asthma emergency department visits due to PM2.5","Crotona -Tremont","UHF42","2017-01-01","119"
"Asthma emergency department visits due to PM2.5","Queens","Borough","2005-01-01","26"
"Asthma emergency department visits due to PM2.5","Bensonhurst - Bay Ridge","UHF42","2015-01-01","16.8"
"Asthma emergency department visits due to PM2.5","Fordham - Bronx Pk","UHF42","2017-01-01","112"
"Asthma emergency department visits due to PM2.5","West Queens","UHF42","2005-01-01","89.3"
"Asthma emergency department visits due to PM2.5","South Beach - Tottenville","UHF42","2012-01-02","19.6"
"Asthma emergency department visits due to PM2.5","South Beach - Tottenville","UHF42","2015-01-01","13.7"
"Asthma emergency department visits due to PM2.5","South Beach - Tottenville","UHF42","2005-01-01","24"
"Asthma emergency department visits due to PM2.5","Williamsburg - Bushwick","UHF42","2005-01-01","185.7"
"Asthma emergency department visits due to PM2.5","Port Richmond","UHF42","2012-01-02","85.9"
"Asthma emergency department visits due to PM2.5","Port Richmond","UHF42","2015-01-01","66.9"
"Asthma emergency department visits due to PM2.5","Greenpoint","UHF42","2015-01-01","27.4"
"Asthma emergency department visits due to PM2.5","Port Richmond","UHF42","2005-01-01","106.9"
"Asthma emergency department visits due to PM2.5","Port Richmond","UHF42","2017-01-01","58"
"Asthma emergency department visits due to PM2.5","Manhattan","Borough","2017-01-01","71"
"Asthma emergency department visits due to PM2.5","Borough Park","UHF42","2005-01-01","14.7"
"Asthma emergency department visits due to PM2.5","Bayside - Little Neck","UHF42","2005-01-01","26.7"
"Asthma emergency department visits due to PM2.5","Upper West Side","UHF42","2017-01-01","40"
"Asthma emergency department visits due to PM2.5","Williamsburg - Bushwick","UHF42","2017-01-01","88"
