"name","geo_place_name","geo_type_name","start_date","data_value"
"Respiratory hospitalizations due to PM2.5 (age 20+)","High Bridge - Morrisania","UHF42","2005-01-01","42.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Borough Park","UHF42","2012-01-02","9.1"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Borough Park","UHF42","2015-01-01","8.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bedford Stuyvesant - Crown Heights","UHF42","2009-01-01","16.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Sunset Park","UHF42","2015-01-01","7.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bedford Stuyvesant - Crown Heights","UHF42","2012-01-02","14.1"
"Respiratory hospitalizations due to PM2.5 (age 20+)","East Harlem","UHF42","2012-01-02","22.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Fordham - Bronx Pk","UHF42","2017-01-01","11"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Crotona -Tremont","UHF42","2017-01-01","13"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Flushing - Clearview","UHF42","2012-01-02","8.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Kingsbridge - Riverdale","UHF42","2012-01-02","13.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Kingsbridge - Riverdale","UHF42","2017-01-01","9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Port Richmond","UHF42","2017-01-01","10"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Greenpoint","UHF42","2015-01-01","6.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Greenpoint","UHF42","2012-01-02","8.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bensonhurst - Bay Ridge","UHF42","2009-01-01","10.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Chelsea - Clinton","UHF42","2005-01-01","13.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Downtown - Heights - Slope","UHF42","2017-01-01","6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Central Harlem - Morningside Heights","UHF42","2017-01-01","8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Chelsea - Clinton","UHF42","2015-01-01","6.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Pelham - Throgs Neck","UHF42","2017-01-01","10"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Pelham - Throgs Neck","UHF42","2005-01-01","24.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Pelham - Throgs Neck","UHF42","2012-01-02","13.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Pelham - Throgs Neck","UHF42","2015-01-01","15.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Staten Island","Borough","2015-01-01","15"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Upper West Side","UHF42","2009-01-01","11.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Stapleton - St. George","UHF42","2012-01-02","16.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Queens","Borough","2015-01-01","9.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Hunts Point - Mott Haven","UHF42","2009-01-01","30.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bronx","Borough","2009-01-01","20.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Brooklyn","Borough","2009-01-01","13.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Southwest Queens","UHF42","2005-01-01","13.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","East Flatbush - Flatbush","UHF42","2005-01-01","13.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Canarsie - Flatlands","UHF42","2017-01-01","8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bronx","Borough","2005-01-01","30.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Gramercy Park - Murray Hill","UHF42","2009-01-01","8.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Southwest Queens","UHF42","2009-01-01","10.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Hunts Point - Mott Haven","UHF42","2005-01-01","41"
"Respiratory hospitalizations due to PM2.5 (age 20+)","East Flatbush - Flatbush","UHF42","2017-01-01","6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Hunts Point - Mott Haven","UHF42","2015-01-01","26.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Canarsie - Flatlands","UHF42","2015-01-01","11.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bronx","Borough","2012-01-02","18"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Southwest Queens","UHF42","2012-01-02","8.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bayside - Little Neck","UHF42","2015-01-01","8.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Upper West Side","UHF42","2012-01-02","10.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","East New York","UHF42","2009-01-01","13.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Upper West Side","UHF42","2015-01-01","8.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Port Richmond","UHF42","2015-01-01","17.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Washington Heights","UHF42","2015-01-01","10.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Port Richmond","UHF42","2012-01-02","14"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Long Island City - Astoria","UHF42","2009-01-01","12.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Port Richmond","UHF42","2009-01-01","16.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Upper East Side","UHF42","2009-01-01","9.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Ridgewood - Forest Hills","UHF42","2009-01-01","12.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Crotona -Tremont","UHF42","2015-01-01","21.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Upper East Side","UHF42","2017-01-01","5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","East Harlem","UHF42","2005-01-01","44.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Flushing - Clearview","UHF42","2017-01-01","5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Ridgewood - Forest Hills","UHF42","2005-01-01","18.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Fordham - Bronx Pk","UHF42","2015-01-01","19.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Ridgewood - Forest Hills","UHF42","2017-01-01","5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bedford Stuyvesant - Crown Heights","UHF42","2005-01-01","24.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Ridgewood - Forest Hills","UHF42","2012-01-02","10.7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Ridgewood - Forest Hills","UHF42","2015-01-01","10"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Willowbrook","UHF42","2012-01-02","13.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Union Square - Lower East Side","UHF42","2009-01-01","15.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bensonhurst - Bay Ridge","UHF42","2012-01-02","8.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bensonhurst - Bay Ridge","UHF42","2005-01-01","16.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Union Square - Lower East Side","UHF42","2005-01-01","22"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Lower Manhattan","UHF42","2005-01-01","15.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Manhattan","Borough","2017-01-01","6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Coney Island - Sheepshead Bay","UHF42","2009-01-01","15.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bensonhurst - Bay Ridge","UHF42","2015-01-01","8.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Northeast Bronx","UHF42","2012-01-02","14.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Central Harlem - Morningside Heights","UHF42","2012-01-02","16.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Northeast Bronx","UHF42","2015-01-01","15.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Chelsea - Clinton","UHF42","2017-01-01","4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Central Harlem - Morningside Heights","UHF42","2009-01-01","18.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Fresh Meadows","UHF42","2012-01-02","8.1"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Downtown - Heights - Slope","UHF42","2015-01-01","7.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","West Queens","UHF42","2012-01-02","7.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","West Queens","UHF42","2009-01-01","9.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Williamsburg - Bushwick","UHF42","2009-01-01","18.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bayside - Little Neck","UHF42","2009-01-01","10.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Staten Island","Borough","2009-01-01","14.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","East New York","UHF42","2012-01-02","14"
"Respiratory hospitalizations due to PM2.5 (age 20+)","South Beach - Tottenville","UHF42","2012-01-02","11.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Kingsbridge - Riverdale","UHF42","2009-01-01","18.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Washington Heights","UHF42","2009-01-01","12.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Long Island City - Astoria","UHF42","2017-01-01","5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","South Beach - Tottenville","UHF42","2017-01-01","10"
"Respiratory hospitalizations due to PM2.5 (age 20+)","West Queens","UHF42","2005-01-01","12.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Sunset Park","UHF42","2017-01-01","6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Willowbrook","UHF42","2005-01-01","17.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Jamaica","UHF42","2009-01-01","12.7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Greenwich Village - SoHo","UHF42","2009-01-01","5.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Gramercy Park - Murray Hill","UHF42","2005-01-01","13"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Greenwich Village - SoHo","UHF42","2005-01-01","5.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bronx","Borough","2017-01-01","12"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Brooklyn","Borough","2005-01-01","19.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Southeast Queens","UHF42","2017-01-01","3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Rockaways","UHF42","2005-01-01","30.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","High Bridge - Morrisania","UHF42","2017-01-01","15"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Coney Island - Sheepshead Bay","UHF42","2005-01-01","22.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Borough Park","UHF42","2005-01-01","17.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Fresh Meadows","UHF42","2017-01-01","5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Northeast Bronx","UHF42","2005-01-01","25.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Brooklyn","Borough","2012-01-02","11.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Brooklyn","Borough","2015-01-01","10.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Southwest Queens","UHF42","2017-01-01","5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Gramercy Park - Murray Hill","UHF42","2017-01-01","5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Greenwich Village - SoHo","UHF42","2017-01-01","3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Canarsie - Flatlands","UHF42","2009-01-01","12.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Gramercy Park - Murray Hill","UHF42","2015-01-01","6.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Greenwich Village - SoHo","UHF42","2015-01-01","4.7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","East Flatbush - Flatbush","UHF42","2012-01-02","10.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Canarsie - Flatlands","UHF42","2012-01-02","11.1"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Williamsburg - Bushwick","UHF42","2005-01-01","31.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bayside - Little Neck","UHF42","2005-01-01","15.1"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Upper West Side","UHF42","2005-01-01","15.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Port Richmond","UHF42","2005-01-01","18.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Washington Heights","UHF42","2005-01-01","20.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Union Square - Lower East Side","UHF42","2017-01-01","7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Lower Manhattan","UHF42","2017-01-01","4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Rockaways","UHF42","2017-01-01","10"
"Respiratory hospitalizations due to PM2.5 (age 20+)","East New York","UHF42","2005-01-01","20.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","South Beach - Tottenville","UHF42","2005-01-01","15.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bedford Stuyvesant - Crown Heights","UHF42","2017-01-01","8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Willowbrook","UHF42","2017-01-01","10"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Brooklyn","Borough","2017-01-01","7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Greenpoint","UHF42","2005-01-01","18.4"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Fresh Meadows","UHF42","2005-01-01","15.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Canarsie - Flatlands","UHF42","2005-01-01","15.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Jamaica","UHF42","2005-01-01","17.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Lower Manhattan","UHF42","2009-01-01","5.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Downtown - Heights - Slope","UHF42","2009-01-01","13.1"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Fresh Meadows","UHF42","2009-01-01","9.7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","South Beach - Tottenville","UHF42","2009-01-01","11.7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Greenpoint","UHF42","2009-01-01","10"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Hunts Point - Mott Haven","UHF42","2017-01-01","15"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Jamaica","UHF42","2017-01-01","6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Long Island City - Astoria","UHF42","2015-01-01","9.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","New York City","Citywide","2017-01-01","7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","New York City","Citywide","2005-01-01","19.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","New York City","Citywide","2009-01-01","14.1"
"Respiratory hospitalizations due to PM2.5 (age 20+)","New York City","Citywide","2015-01-01","11.8"
"Respiratory hospitalizations due to PM2.5 (age 20+)","New York City","Citywide","2012-01-02","11.7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Long Island City - Astoria","UHF42","2005-01-01","16.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","East Harlem","UHF42","2017-01-01","10"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Flushing - Clearview","UHF42","2005-01-01","15"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bayside - Little Neck","UHF42","2017-01-01","2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","South Beach - Tottenville","UHF42","2015-01-01","12.9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Stapleton - St. George","UHF42","2005-01-01","20.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Stapleton - St. George","UHF42","2017-01-01","12"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Bayside - Little Neck","UHF42","2012-01-02","7"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Stapleton - St. George","UHF42","2015-01-01","17.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Stapleton - St. George","UHF42","2009-01-01","17.3"
"Respiratory hospitalizations due to PM2.5 (age 20+)","West Queens","UHF42","2015-01-01","8.6"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Willowbrook","UHF42","2015-01-01","14.1"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Willowbrook","UHF42","2009-01-01","13.5"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Flushing - Clearview","UHF42","2015-01-01","10.2"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Southwest Queens","UHF42","2015-01-01","9"
"Respiratory hospitalizations due to PM2.5 (age 20+)","Jamaica","UHF42","2012-01-02","9.8"
